State,Area Name,"Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Less than a high school diploma, 2012-2016","High school diploma only, 2012-2016","Some college or associate's degree, 2012-2016","Bachelor's degree or higher, 2012-2016","Percent of adults with less than a high school diploma, 2012-2016","Percent of adults with a high school diploma only, 2012-2016","Percent of adults completing some college or associate's degree, 2012-2016","Percent of adults with a bachelor's degree or higher, 2012-2016"
KY,Nicholas County,"37.1","37.6","17.8","7.5","1,007","2,101","1,260","513","20.6","43.0","25.8","10.5"
KY,Ohio County,"33.0","41.4","18.1","7.4","3,424","7,207","4,190","1,627","20.8","43.8","25.5","9.9"
KY,Oldham County,"13.5","26.5","29.3","30.6","3,055","9,717","12,715","16,846","7.2","23.0","30.0","39.8"
KY,Owen County,"32.1","41.2","17.6","9.1","1,210","3,491","1,788","826","16.5","47.7","24.4","11.3"
KY,Owsley County,"50.8","28.0","13.5","7.7","934","1,184","471","547","29.8","37.8","15.0","17.4"
KY,Pendleton County,"27.2","46.9","16.2","9.7","1,522","4,622","2,790","1,025","15.3","46.4","28.0","10.3"
KY,Perry County,"41.7","31.4","18.1","8.9","4,901","6,584","5,303","2,723","25.1","33.7","27.2","14.0"
KY,Pike County,"38.2","34.3","17.5","9.9","10,952","16,655","10,637","5,649","25.0","37.9","24.2","12.9"
KY,Powell County,"43.9","36.5","13.1","6.5","1,904","3,486","1,776","1,180","22.8","41.8","21.3","14.1"
KY,Pulaski County,"34.4","34.8","20.3","10.5","8,531","17,539","11,961","6,577","19.1","39.3","26.8","14.7"
KY,Robertson County,"39.1","36.4","15.8","8.7","398","549","371","269","25.1","34.6","23.4","17.0"
KY,Rockcastle County,"42.3","37.0","12.5","8.3","2,756","5,378","2,544","1,150","23.3","45.5","21.5","9.7"
KY,Rowan County,"29.1","29.0","20.0","21.9","2,637","4,145","3,419","3,706","19.0","29.8","24.6","26.6"
KY,Russell County,"38.2","34.4","17.8","9.6","3,268","4,361","3,215","1,580","26.3","35.1","25.9","12.7"
KY,Scott County,"19.5","33.3","26.9","20.3","3,321","10,493","9,848","9,395","10.0","31.7","29.8","28.4"
KY,Shelby County,"20.9","34.5","25.9","18.7","4,310","9,732","9,079","7,241","14.2","32.1","29.9","23.8"
KY,Simpson County,"26.4","41.0","20.6","11.9","1,943","5,265","3,239","1,727","16.0","43.2","26.6","14.2"
KY,Spencer County,"24.6","40.3","24.0","11.1","1,278","4,268","4,358","2,273","10.5","35.1","35.8","18.7"
KY,Taylor County,"32.0","36.1","19.8","12.2","2,620","6,626","4,348","2,844","15.9","40.3","26.5","17.3"
KY,Todd County,"36.5","36.7","17.6","9.2","1,869","3,335","1,929","949","23.1","41.3","23.9","11.7"
KY,Trigg County,"27.9","36.7","23.4","12.0","1,614","3,152","3,617","1,841","15.8","30.8","35.4","18.0"
KY,Trimble County,"29.3","40.9","22.2","7.6","1,010","2,776","1,532","699","16.8","46.1","25.5","11.6"
KY,Union County,"23.1","42.9","23.1","10.9","1,469","3,878","3,196","1,182","15.1","39.9","32.9","12.2"
KY,Warren County,"19.7","31.3","24.3","24.7","9,030","21,989","21,058","21,329","12.3","30.0","28.7","29.1"
KY,Washington County,"31.2","38.5","17.0","13.3","1,428","3,404","1,996","1,188","17.8","42.5","24.9","14.8"
KY,Wayne County,"42.2","35.8","14.8","7.2","4,243","5,684","3,240","1,350","29.2","39.2","22.3","9.3"
KY,Webster County,"29.1","43.5","20.3","7.1","1,969","3,953","2,414","819","21.5","43.2","26.4","8.9"
KY,Whitley County,"38.7","31.5","16.5","13.4","5,184","8,280","5,345","4,087","22.6","36.2","23.3","17.9"
KY,Wolfe County,"46.4","30.8","12.3","10.6","1,532","1,970","923","593","30.5","39.3","18.4","11.8"
KY,Woodford County,"17.4","29.5","27.3","25.9","2,107","4,942","4,988","5,631","11.9","28.0","28.2","31.9"
LA,Lousiana,"25.2","32.4","23.7","18.7","496,210","1,038,591","827,303","703,875","16.2","33.9","27.0","23.0"
LA,Acadia Parish,"35.3","38.0","17.2","9.4","9,829","16,173","9,611","4,456","24.5","40.4","24.0","11.1"
LA,Allen Parish,"36.8","38.0","16.0","9.3","3,732","7,699","4,367","2,129","20.8","42.9","24.4","11.9"
LA,Ascension Parish,"20.4","41.7","23.4","14.5","8,790","26,065","20,046","19,901","11.8","34.8","26.8","26.6"
LA,Assumption Parish,"40.6","36.9","15.1","7.4","4,248","6,445","3,075","1,774","27.3","41.5","19.8","11.4"
LA,Avoyelles Parish,"40.2","37.0","14.5","8.3","7,487","11,602","6,004","2,830","26.8","41.6","21.5","10.1"
LA,Beauregard Parish,"25.0","39.5","21.7","13.8","3,743","9,951","6,467","3,936","15.5","41.3","26.8","16.3"
LA,Bienville Parish,"28.1","41.3","19.1","11.5","1,638","3,993","2,722","1,244","17.1","41.6","28.4","13.0"
LA,Bossier Parish,"17.0","32.5","32.4","18.1","9,606","23,169","27,291","21,068","11.8","28.6","33.6","26.0"
LA,Caddo Parish,"21.3","32.2","25.9","20.6","23,352","55,083","49,450","39,945","13.9","32.8","29.5","23.8"
LA,Calcasieu Parish,"23.0","34.6","25.6","16.9","18,784","44,651","39,084","26,552","14.6","34.6","30.3","20.6"
LA,Caldwell Parish,"34.6","38.6","18.0","8.8","1,629","2,915","1,409","793","24.1","43.2","20.9","11.8"
LA,Cameron Parish,"31.9","42.8","17.4","7.9","753","1,673","1,357","771","16.5","36.7","29.8","16.9"
LA,Catahoula Parish,"38.6","36.7","15.3","9.4","1,585","2,902","1,504","903","23.0","42.1","21.8","13.1"
LA,Claiborne Parish,"34.3","35.2","18.1","12.4","2,625","4,658","2,923","1,521","22.4","39.7","24.9","13.0"
LA,Concordia Parish,"35.4","34.5","20.6","9.6","3,108","5,584","3,325","1,527","22.9","41.2","24.6","11.3"
LA,De Soto Parish,"29.7","40.6","19.4","10.2","3,422","7,343","5,048","2,460","18.7","40.2","27.6","13.5"
LA,East Baton Rouge Parish,"16.1","26.4","26.7","30.8","27,403","76,387","79,871","95,468","9.8","27.4","28.6","34.2"
LA,East Carroll Parish,"42.1","31.2","14.3","12.3","1,359","1,681","1,039","518","29.6","36.6","22.6","11.3"
LA,East Feliciana Parish,"29.3","39.5","19.9","11.3","2,504","6,293","3,590","1,842","17.6","44.2","25.2","12.9"
LA,Evangeline Parish,"44.5","30.6","15.4","9.5","6,221","7,911","4,928","2,579","28.7","36.6","22.8","11.9"
LA,Franklin Parish,"38.6","36.5","15.1","9.8","3,500","5,444","2,964","1,607","25.9","40.3","21.9","11.9"
LA,Grant Parish,"26.9","41.6","21.7","9.8","2,990","6,745","4,515","1,467","19.0","42.9","28.7","9.3"
LA,Iberia Parish,"33.1","38.5","17.2","11.2","10,539","19,586","10,805","6,522","22.2","41.3","22.8","13.7"
LA,Iberville Parish,"34.3","38.9","17.2","9.6","5,151","9,076","5,552","3,057","22.6","39.7","24.3","13.4"
LA,Jackson Parish,"26.4","39.7","21.0","12.9","2,237","4,852","2,591","1,530","20.0","43.3","23.1","13.6"
LA,Jefferson Parish,"20.7","30.0","27.8","21.5","46,390","94,309","87,064","75,179","15.3","31.1","28.7","24.8"
LA,Jefferson Davis Parish,"30.6","41.2","18.3","9.9","4,334","8,527","4,793","3,005","21.0","41.3","23.2","14.5"
LA,Lafayette Parish,"20.2","29.0","25.4","25.5","21,001","43,485","41,945","47,562","13.6","28.2","27.2","30.9"
LA,Lafourche Parish,"33.7","38.0","16.0","12.4","16,060","25,548","12,927","10,510","24.7","39.3","19.9","16.2"
LA,La Salle Parish,"31.5","38.5","18.8","11.2","2,458","4,341","2,223","1,120","24.2","42.8","21.9","11.0"
LA,Lincoln Parish,"19.6","24.7","23.9","31.8","3,192","7,025","6,265","9,018","12.5","27.5","24.6","35.4"
LA,Livingston Parish,"22.8","43.2","22.6","11.4","14,226","35,560","23,245","15,384","16.1","40.2","26.3","17.4"
LA,Madison Parish,"36.6","33.7","18.7","11.0","1,982","3,131","1,711","932","25.6","40.4","22.1","12.0"
LA,Morehouse Parish,"33.4","38.8","18.1","9.7","3,535","7,929","4,008","2,447","19.7","44.2","22.4","13.7"
LA,Natchitoches Parish,"27.3","32.1","22.2","18.4","3,848","7,672","7,407","4,367","16.5","32.9","31.8","18.7"
LA,Orleans Parish,"25.3","23.4","25.5","25.8","38,004","60,826","70,406","95,930","14.3","22.9","26.6","36.2"
LA,Ouachita Parish,"21.4","30.0","25.9","22.7","14,942","33,397","27,336","24,136","15.0","33.5","27.4","24.2"
LA,Plaquemines Parish,"31.3","34.2","23.7","10.8","2,978","5,794","4,052","2,408","19.6","38.0","26.6","15.8"
LA,Pointe Coupee Parish,"30.9","39.1","17.3","12.8","3,085","6,348","3,826","2,147","20.0","41.2","24.8","13.9"
LA,Rapides Parish,"25.4","33.8","24.3","16.5","13,236","32,590","23,736","17,231","15.3","37.5","27.3","19.9"
LA,Red River Parish,"32.6","41.8","16.9","8.7","1,114","2,593","1,279","781","19.3","45.0","22.2","13.5"
LA,Richland Parish,"38.1","32.1","16.9","12.8","2,808","5,636","3,356","1,881","20.5","41.2","24.5","13.7"
LA,Sabine Parish,"29.2","40.9","18.8","11.1","2,874","7,048","4,199","2,271","17.5","43.0","25.6","13.9"
LA,St. Bernard Parish,"26.9","37.9","26.2","8.9","5,115","11,117","8,182","3,721","18.2","39.5","29.1","13.2"
LA,St. Charles Parish,"20.0","36.1","26.4","17.5","4,453","12,390","10,694","7,169","12.8","35.7","30.8","20.7"
LA,St. Helena Parish,"32.5","39.5","16.8","11.2","1,510","3,289","1,623","761","21.0","45.8","22.6","10.6"
LA,St. James Parish,"26.1","45.2","18.7","10.1","2,103","6,459","3,859","2,095","14.5","44.5","26.6","14.4"
LA,St. John the Baptist Parish,"23.1","38.9","25.0","12.9","4,885","10,460","8,498","4,842","17.0","36.5","29.6","16.9"
LA,St. Landry Parish,"38.0","33.3","18.0","10.7","12,887","23,396","10,467","7,080","23.9","43.5","19.4","13.2"
LA,St. Martin Parish,"37.1","37.8","16.5","8.5","7,380","14,508","8,555","4,870","20.9","41.1","24.2","13.8"
LA,St. Mary Parish,"34.1","38.3","18.2","9.4","7,637","16,649","7,032","3,864","21.7","47.3","20.0","11.0"
LA,St. Tammany Parish,"16.1","26.5","29.0","28.3","18,737","44,389","51,439","52,164","11.2","26.6","30.9","31.3"
LA,Tangipahoa Parish,"28.5","34.3","21.0","16.3","15,162","29,069","21,029","16,105","18.6","35.7","25.8","19.8"
LA,Tensas Parish,"36.8","31.5","16.9","14.8","760","1,504","699","296","23.3","46.1","21.4","9.1"
LA,Terrebonne Parish,"32.9","35.8","19.0","12.3","16,315","29,275","17,411","10,520","22.2","39.8","23.7","14.3"
LA,Union Parish,"28.3","40.1","19.8","11.8","2,295","7,165","4,185","1,882","14.8","46.1","27.0","12.1"
LA,Vermilion Parish,"34.4","38.0","16.9","10.7","9,323","16,028","8,693","4,782","24.0","41.3","22.4","12.3"
LA,Vernon Parish,"19.9","36.4","30.2","13.5","3,879","11,574","10,151","5,534","12.5","37.2","32.6","17.8"
LA,Washington Parish,"31.8","40.2","17.1","10.9","7,368","13,092","7,119","3,733","23.5","41.8","22.7","11.9"
LA,Webster Parish,"29.2","35.9","22.3","12.6","5,242","11,320","7,189","3,840","19.0","41.0","26.1","13.9"
LA,West Baton Rouge Parish,"26.6","40.6","21.7","11.1","2,695","6,369","4,319","3,278","16.2","38.2","25.9","19.7"
LA,West Carroll Parish,"40.5","34.8","15.2","9.5","1,895","3,304","1,593","960","24.4","42.6","20.6","12.4"
LA,West Feliciana Parish,"46.7","24.0","18.7","10.6","2,195","3,360","2,658","2,382","20.7","31.7","25.1","22.5"
LA,Winn Parish,"34.6","40.0","16.0","9.4","2,072","4,234","2,592","1,288","20.3","41.6","25.4","12.6"
ME,Maine,"14.6","36.2","26.3","22.9","77,305","317,373","281,818","280,570","8.1","33.2","29.4","29.3"
ME,Androscoggin County,"20.2","40.2","25.3","14.4","7,835","27,808","23,190","15,361","10.6","37.5","31.3","20.7"
ME,Aroostook County,"23.1","38.5","23.8","14.6","6,394","19,414","15,848","9,202","12.6","38.2","31.2","18.1"
ME,Cumberland County,"9.9","28.2","27.7","34.2","11,288","48,641","55,101","90,586","5.5","23.7","26.8","44.1"
ME,Franklin County,"14.8","41.0","23.3","20.9","1,625","7,948","6,400","5,542","7.6","36.9","29.7","25.8"
ME,Hancock County,"12.2","34.4","26.2","27.1","2,516","13,551","11,481","13,272","6.2","33.2","28.1","32.5"
ME,Kennebec County,"14.8","37.7","26.9","20.7","7,446","30,300","26,795","21,818","8.6","35.1","31.0","25.3"
ME,Knox County,"12.5","36.4","24.8","26.2","2,063","10,406","8,321","9,006","6.9","34.9","27.9","30.2"
ME,Lincoln County,"12.1","35.1","26.2","26.6","1,765","8,573","7,221","8,434","6.8","33.0","27.8","32.4"
ME,Oxford County,"17.6","43.0","23.6","15.7","3,549","18,845","11,837","7,591","8.5","45.1","28.3","18.2"
ME,Penobscot County,"14.3","38.4","27.0","20.3","9,351","37,781","33,049","26,345","8.8","35.5","31.0","24.7"
ME,Piscataquis County,"19.7","43.7","23.3","13.3","1,334","5,311","4,231","2,123","10.3","40.9","32.5","16.3"
ME,Sagadahoc County,"12.0","35.8","27.2","25.0","1,430","7,972","7,803","8,663","5.5","30.8","30.2","33.5"
ME,Somerset County,"19.2","45.3","23.7","11.8","4,524","15,689","11,389","5,942","12.1","41.8","30.3","15.8"
ME,Waldo County,"15.4","38.8","23.4","22.3","2,300","9,703","8,176","8,315","8.1","34.1","28.7","29.2"
ME,Washington County,"20.1","41.9","23.4","14.7","2,819","9,028","6,896","4,714","12.0","38.5","29.4","20.1"
ME,York County,"13.5","35.0","28.7","22.9","11,066","46,403","44,080","43,656","7.6","32.0","30.4","30.1"
MD,Maryland,"16.2","26.7","25.7","31.4","420,756","1,030,305","1,044,867","1,556,711","10.4","25.4","25.8","38.4"
MD,Allegany County,"20.1","42.4","23.4","14.1","5,543","21,302","14,824","9,124","10.9","41.9","29.2","18.0"
MD,Anne Arundel County,"13.6","27.9","27.9","30.6","30,952","93,862","107,210","150,633","8.1","24.5","28.0","39.4"
MD,Baltimore County,"15.7","27.6","26.2","30.6","51,469","154,724","151,203","211,692","9.0","27.2","26.6","37.2"
MD,Calvert County,"13.1","34.4","30.0","22.5","4,066","18,704","20,102","17,755","6.7","30.9","33.2","29.3"
MD,Caroline County,"25.0","42.0","20.9","12.1","3,680","9,207","5,779","3,371","16.7","41.8","26.2","15.3"
MD,Carroll County,"14.7","33.3","27.2","24.8","9,071","35,112","31,884","38,667","7.9","30.6","27.8","33.7"
MD,Cecil County,"18.8","37.9","26.8","16.4","8,220","26,015","19,493","15,591","11.9","37.5","28.1","22.5"
MD,Charles County,"14.2","33.4","32.5","20.0","7,303","32,896","33,677","27,830","7.2","32.3","33.1","27.4"
MD,Dorchester County,"25.8","42.1","20.2","12.0","3,458","8,907","5,948","4,800","15.0","38.5","25.7","20.8"
MD,Frederick County,"12.9","30.1","27.0","30.0","12,177","41,251","45,141","64,994","7.4","25.2","27.6","39.7"
MD,Garrett County,"20.8","43.6","21.8","13.8","2,438","9,007","5,716","4,089","11.5","42.4","26.9","19.2"
MD,Harford County,"13.3","28.2","31.2","27.3","12,390","47,611","52,145","58,982","7.2","27.8","30.5","34.5"
MD,Howard County,"6.9","16.2","23.9","52.9","9,681","29,129","41,959","126,566","4.7","14.0","20.2","61.0"
MD,Kent County,"21.2","35.9","21.2","21.7","1,771","4,582","3,321","4,254","12.7","32.9","23.8","30.5"
MD,Montgomery County,"9.7","14.5","21.3","54.6","62,205","98,816","133,907","409,049","8.8","14.0","19.0","58.1"
MD,Prince George's County,"15.1","27.3","30.5","27.2","84,814","154,686","170,325","188,060","14.2","25.9","28.5","31.5"
MD,Queen Anne's County,"15.8","30.2","28.5","25.4","2,876","10,168","9,117","11,919","8.4","29.8","26.8","35.0"
MD,St. Mary's County,"14.7","35.0","27.8","22.6","7,337","21,929","21,560","21,681","10.1","30.2","29.7","29.9"
MD,Somerset County,"30.5","36.8","21.1","11.6","3,535","7,075","3,979","2,370","20.8","41.7","23.5","14.0"
MD,Talbot County,"15.6","30.7","25.9","27.8","3,049","7,378","7,628","10,083","10.8","26.2","27.1","35.8"
MD,Washington County,"22.2","38.9","24.3","14.6","13,622","39,363","29,893","20,846","13.1","38.0","28.8","20.1"
MD,Wicomico County,"19.3","34.4","24.4","21.9","7,257","21,263","17,562","17,372","11.4","33.5","27.7","27.4"
MD,Worcester County,"18.3","34.1","25.9","21.6","4,003","12,471","10,582","11,560","10.4","32.3","27.4","29.9"
MD,Baltimore city,"31.6","28.2","21.1","19.1","69,839","124,847","101,912","125,423","16.5","29.6","24.1","29.7"
MA,Massachusetts,"15.2","27.3","24.3","33.2","462,385","1,167,098","1,103,708","1,916,806","9.9","25.1","23.7","41.2"
MA,Barnstable County,"8.2","27.2","31.0","33.6","7,595","41,442","48,042","67,730","4.6","25.1","29.2","41.1"
MA,Berkshire County,"14.9","34.1","25.0","26.0","8,702","28,559","25,335","30,322","9.4","30.7","27.3","32.6"
MA,Bristol County,"26.8","29.6","23.7","19.9","62,422","115,218","104,471","101,813","16.3","30.0","27.2","26.5"
MA,Dukes County,"9.6","23.2","28.8","38.4","913","3,129","3,621","5,063","7.2","24.6","28.5","39.8"
MA,Essex County,"15.4","28.1","25.3","31.3","56,512","135,763","134,566","200,665","10.7","25.7","25.5","38.0"
MA,Franklin County,"12.0","31.2","27.6","29.1","3,787","14,440","15,364","18,813","7.2","27.6","29.3","35.9"
MA,Hampden County,"20.8","32.6","26.1","20.5","45,611","94,721","89,691","81,807","14.6","30.4","28.8","26.2"
MA,Hampshire County,"10.6","25.8","25.6","37.9","5,650","23,919","24,829","44,011","5.7","24.3","25.2","44.7"
MA,Middlesex County,"11.5","23.4","21.5","43.6","80,378","224,463","208,382","578,847","7.4","20.6","19.1","53.0"
MA,Nantucket County,"8.4","27.8","25.4","38.4","415","1,948","2,151","3,271","5.3","25.0","27.6","42.0"
MA,Norfolk County,"8.7","24.2","24.1","42.9","29,576","100,791","104,719","246,726","6.1","20.9","21.7","51.2"
MA,Plymouth County,"12.4","30.7","29.1","27.8","26,276","101,107","99,304","122,157","7.5","29.0","28.5","35.0"
MA,Suffolk County,"21.9","25.7","19.9","32.5","79,375","121,770","97,878","223,022","15.2","23.3","18.7","42.7"
MA,Worcester County,"16.5","30.2","26.4","26.9","55,173","159,828","145,355","192,559","10.0","28.9","26.3","34.8"
MI,Michigan,"16.6","31.3","30.3","21.8","676,467","1,978,662","2,195,954","1,831,798","10.1","29.6","32.9","27.4"
MI,Alcona County,"20.3","41.9","27.0","10.9","976","3,439","2,901","1,236","11.4","40.2","33.9","14.5"
MI,Alger County,"18.5","42.3","24.5","14.7","769","3,207","1,958","1,311","10.6","44.3","27.0","18.1"
MI,Allegan County,"17.7","39.1","27.4","15.8","7,542","28,954","23,560","16,370","9.9","37.9","30.8","21.4"
MI,Alpena County,"16.9","35.7","34.3","13.2","2,032","7,096","8,474","3,548","9.6","33.6","40.1","16.8"
MI,Antrim County,"15.4","37.1","28.1","19.4","1,610","5,731","5,335","4,614","9.3","33.1","30.9","26.7"
MI,Arenac County,"23.2","42.2","25.5","9.1","1,560","4,911","3,654","1,301","13.7","43.0","32.0","11.4"
MI,Baraga County,"19.4","39.0","30.7","10.9","1,074","2,717","1,626","1,005","16.7","42.3","25.3","15.6"
MI,Barry County,"13.2","39.3","32.8","14.7","3,419","15,380","14,562","7,783","8.3","37.4","35.4","18.9"
MI,Bay County,"17.6","37.0","31.3","14.2","7,918","26,835","26,583","13,568","10.6","35.8","35.5","18.1"
MI,Benzie County,"14.6","36.4","29.0","20.0","1,112","4,355","4,208","3,334","8.5","33.5","32.3","25.6"
MI,Berrien County,"18.1","31.9","30.4","19.6","11,679","31,590","34,996","28,600","10.9","29.6","32.7","26.8"
MI,Branch County,"20.0","40.8","28.5","10.6","3,569","12,111","10,148","4,075","11.9","40.5","33.9","13.6"
MI,Calhoun County,"16.8","35.6","31.6","16.0","8,579","32,529","31,004","18,882","9.4","35.7","34.1","20.8"
MI,Cass County,"19.6","37.6","30.7","12.1","4,456","12,681","13,056","6,349","12.2","34.7","35.7","17.4"
MI,Charlevoix County,"14.0","35.1","31.0","19.8","1,391","6,066","6,152","5,424","7.3","31.9","32.3","28.5"
MI,Cheboygan County,"18.1","40.6","27.3","13.9","2,146","7,364","6,203","3,510","11.2","38.3","32.3","18.3"
MI,Chippewa County,"17.6","35.9","31.5","15.0","2,766","9,980","8,456","5,205","10.5","37.8","32.0","19.7"
MI,Clare County,"23.9","40.4","26.9","8.8","3,538","8,718","7,442","2,527","15.9","39.2","33.5","11.4"
MI,Clinton County,"10.8","32.9","35.1","21.2","3,286","14,559","18,225","15,988","6.3","28.0","35.0","30.7"
MI,Crawford County,"19.2","37.6","30.2","12.9","1,241","3,704","3,658","1,722","12.0","35.9","35.4","16.7"
MI,Delta County,"13.9","35.8","33.2","17.1","1,963","8,956","10,116","5,450","7.4","33.8","38.2","20.6"
MI,Dickinson County,"11.2","44.4","27.7","16.7","1,200","7,340","5,865","4,401","6.4","39.0","31.2","23.4"
MI,Eaton County,"10.5","30.4","37.4","21.7","4,793","22,066","29,302","18,948","6.4","29.4","39.0","25.2"
MI,Emmet County,"11.0","31.3","31.5","26.2","1,432","6,127","8,360","7,799","6.0","25.8","35.2","32.9"
MI,Genesee County,"16.9","33.4","33.5","16.2","28,827","90,029","104,198","55,427","10.4","32.3","37.4","19.9"
MI,Gladwin County,"21.7","41.6","27.5","9.2","2,784","7,602","5,833","2,508","14.9","40.6","31.1","13.4"
MI,Gogebic County,"14.5","38.5","31.2","15.8","864","4,627","4,322","2,088","7.3","38.9","36.3","17.5"
MI,Grand Traverse County,"10.7","27.9","35.3","26.1","3,588","16,946","23,689","20,498","5.5","26.2","36.6","31.7"
MI,Gratiot County,"16.5","42.1","28.4","12.9","2,950","11,675","9,607","4,028","10.4","41.3","34.0","14.3"
MI,Hillsdale County,"16.9","43.0","28.1","12.0","4,040","12,134","9,842","5,206","12.9","38.9","31.5","16.7"
MI,Houghton County,"15.4","36.0","25.6","23.0","1,711","7,375","5,709","6,635","8.0","34.4","26.6","31.0"
MI,Huron County,"21.7","42.9","24.5","10.9","2,659","10,156","7,192","3,508","11.3","43.2","30.6","14.9"
MI,Ingham County,"11.9","23.4","31.8","33.0","13,040","36,778","56,148","64,193","7.7","21.6","33.0","37.7"
