State,Area Name,Unemployment_rate_2007,Unemployment_rate_2008,Unemployment_rate_2009,Unemployment_rate_2010,Unemployment_rate_2011,Unemployment_rate_2012,Unemployment_rate_2013,Unemployment_rate_2014,Unemployment_rate_2015,Unemployment_rate_2016,Unemployment_rate_2017
SC,Chester County,"10.9","11.8","19.8","19.3","17.3","14.8","12.2","9.7","8.0","7.2","6.0"
SC,Chesterfield County,"7.7","9.0","16.5","14.4","12.9","11.4","9.2","6.9","6.0","5.0","4.4"
SC,Clarendon County,"8.4","9.8","15.0","14.0","14.5","12.8","10.3","8.4","8.0","6.6","6.0"
SC,Colleton County,"6.1","8.2","13.1","13.8","14.1","12.1","9.9","7.6","7.0","5.6","4.8"
SC,Darlington County,"6.5","8.5","13.0","13.2","12.9","11.1","9.3","8.0","7.0","6.2","5.3"
SC,Dillon County,"9.1","10.3","15.3","15.9","15.8","14.1","11.8","9.6","9.0","6.7","5.7"
SC,Dorchester County,"4.4","5.7","9.7","9.5","9.0","7.8","6.6","5.8","6.0","4.6","3.8"
SC,Edgefield County,"6.3","6.7","10.2","9.9","9.9","9.4","8.1","6.7","6.0","5.6","4.6"
SC,Fairfield County,"8.5","10.6","13.2","14.6","14.5","13.0","10.7","8.7","8.0","7.2","7.4"
SC,Florence County,"6.1","7.0","11.1","11.3","11.2","9.7","8.3","7.2","7.0","5.2","4.6"
SC,Georgetown County,"6.2","7.4","11.9","14.5","13.6","12.0","10.1","8.6","8.0","6.8","5.5"
SC,Greenville County,"4.7","5.5","9.8","9.6","8.6","7.4","6.1","5.3","5.0","4.2","3.7"
SC,Greenwood County,"6.9","7.6","12.5","11.9","11.3","10.1","8.6","6.9","6.0","5.2","4.5"
SC,Hampton County,"6.7","9.0","14.8","12.8","12.9","11.2","9.3","7.7","8.0","5.8","4.5"
SC,Horry County,"5.0","7.1","11.7","12.3","11.9","10.4","8.6","7.4","7.0","5.8","5.0"
SC,Jasper County,"4.6","6.0","10.3","9.8","9.9","8.5","6.9","5.7","5.0","4.3","3.6"
SC,Kershaw County,"5.4","6.6","10.6","11.5","11.0","9.5","7.8","6.4","6.0","5.2","4.5"
SC,Lancaster County,"9.6","11.5","17.4","14.7","13.3","11.3","9.3","7.2","6.0","5.3","4.6"
SC,Laurens County,"7.2","7.4","11.7","12.3","11.6","10.3","8.6","7.1","7.0","5.2","4.4"
SC,Lee County,"8.1","9.3","14.3","16.2","16.2","14.1","11.0","9.1","8.0","7.0","6.0"
SC,Lexington County,"4.1","4.9","8.0","8.2","8.0","7.0","5.8","5.1","5.0","4.1","3.6"
SC,McCormick County,"10.0","10.8","16.1","14.0","13.6","11.8","9.8","7.9","7.0","5.5","4.6"
SC,Marion County,"11.5","13.7","20.4","18.3","17.7","15.9","13.1","10.5","10.0","8.7","7.4"
SC,Marlboro County,"11.9","12.5","19.1","21.2","19.7","17.6","13.8","10.6","10.0","8.4","6.6"
SC,Newberry County,"5.6","7.0","11.4","10.8","10.4","8.8","7.3","5.7","5.0","4.4","4.2"
SC,Oconee County,"6.9","7.3","13.3","11.4","10.0","8.8","7.7","6.3","6.0","5.1","4.4"
SC,Orangeburg County,"8.1","10.1","15.3","15.9","15.8","14.3","12.4","11.3","11.0","8.8","7.1"
SC,Pickens County,"5.1","6.0","10.5","10.9","9.9","9.0","7.4","6.3","6.0","5.0","4.1"
SC,Richland County,"5.2","6.1","9.2","9.4","9.2","8.2","6.9","6.0","6.0","4.8","4.3"
SC,Saluda County,"5.3","6.0","9.5","10.0","9.8","8.5","6.9","5.7","5.0","4.5","3.9"
SC,Spartanburg County,"5.6","6.8","11.9","11.8","10.9","9.4","7.7","6.3","6.0","4.7","4.0"
SC,Sumter County,"7.0","8.3","12.3","12.5","12.1","10.7","8.7","7.3","7.0","5.8","5.3"
SC,Union County,"9.0","10.8","19.2","17.7","16.0","13.6","11.3","8.6","8.0","6.2","5.4"
SC,Williamsburg County,"9.0","10.4","14.5","17.2","16.7","15.8","12.5","10.0","9.0","7.7","6.3"
SC,York County,"5.4","7.0","13.5","12.1","10.9","9.3","7.7","6.3","6.0","4.6","4.0"
SD,South Dakota,"2.8","3.1","4.9","5.0","4.7","4.3","3.8","3.4","3.0","3.0","3.3"
SD,Aurora County,"2.9","3.1","4.4","3.5","3.2","3.0","2.7","2.6","2.0","2.2","2.8"
SD,Beadle County,"2.4","2.5","3.7","4.2","3.8","3.5","3.6","3.1","3.0","2.6","2.9"
SD,Bennett County,"4.0","4.0","5.4","7.2","7.3","6.8","6.4","5.5","5.0","3.9","4.5"
SD,Bon Homme County,"3.8","3.4","5.4","4.2","5.0","3.9","3.2","2.8","3.0","2.7","3.1"
SD,Brookings County,"2.2","2.4","3.8","4.7","4.4","3.9","3.4","3.2","3.0","2.8","3.2"
SD,Brown County,"2.3","2.5","3.6","3.9","3.9","3.6","3.3","2.9","3.0","2.7","3.0"
SD,Brule County,"2.6","2.7","3.5","3.7","4.1","3.6","3.4","3.3","3.0","2.6","3.0"
SD,Buffalo County,"11.0","10.2","15.1","11.3","10.3","9.7","8.8","7.8","7.0","8.3","7.5"
SD,Butte County,"2.7","2.8","5.1","5.1","4.9","4.7","3.9","3.4","3.0","3.5","3.7"
SD,Campbell County,"3.1","2.9","4.2","4.3","3.9","3.6","3.6","3.3","3.0","2.9","3.5"
SD,Charles Mix County,"3.3","3.5","4.9","4.9","5.0","5.0","4.3","3.8","3.0","3.2","3.7"
SD,Clark County,"3.6","3.9","5.7","5.2","4.8","4.3","3.9","3.9","4.0","3.9","4.6"
SD,Clay County,"2.5","2.8","4.0","4.2","4.0","3.8","3.7","3.5","3.0","3.0","3.3"
SD,Codington County,"2.6","3.0","6.2","5.2","4.6","3.9","3.6","3.3","3.0","3.1","3.4"
SD,Corson County,"5.6","5.1","6.6","6.9","7.5","8.0","6.9","5.9","5.0","4.5","4.2"
SD,Custer County,"2.8","2.8","4.2","5.8","5.6","5.4","5.1","4.5","4.0","4.0","4.3"
SD,Davison County,"2.4","2.6","4.8","4.4","3.9","3.3","3.1","2.8","3.0","2.4","2.9"
SD,Day County,"4.8","4.4","7.0","6.7","6.5","5.8","5.3","5.3","5.0","4.3","4.1"
SD,Deuel County,"3.5","3.8","6.0","6.7","6.1","5.9","5.6","5.4","5.0","4.9","4.8"
SD,Dewey County,"9.6","9.2","11.0","14.9","16.2","16.0","15.5","14.5","12.0","9.0","10.2"
SD,Douglas County,"2.5","2.7","4.2","4.4","4.1","3.4","3.2","2.9","3.0","2.5","3.0"
SD,Edmunds County,"2.5","2.8","3.5","3.1","3.3","3.0","2.8","2.6","3.0","2.3","2.8"
SD,Fall River County,"3.2","3.4","6.0","6.2","6.0","5.7","5.0","4.7","4.0","4.4","4.2"
SD,Faulk County,"3.1","3.0","3.5","3.9","4.2","4.0","3.3","3.2","3.0","2.7","3.2"
SD,Grant County,"3.4","3.6","4.7","4.7","4.8","4.4","4.2","3.6","3.0","3.2","3.6"
SD,Gregory County,"3.2","3.4","4.1","4.4","4.6","4.4","3.9","3.4","3.0","3.0","3.6"
SD,Haakon County,"2.5","2.6","3.7","3.4","3.7","3.2","2.9","2.7","2.0","2.4","2.9"
SD,Hamlin County,"2.8","3.3","5.4","5.0","4.5","3.9","3.4","3.5","3.0","3.4","3.7"
SD,Hand County,"2.7","2.6","3.1","3.3","3.3","3.1","2.7","2.6","2.0","2.1","2.5"
SD,Hanson County,"3.0","3.1","4.5","5.3","4.8","4.6","4.2","3.5","3.0","3.4","4.1"
SD,Harding County,"2.5","2.7","3.1","3.5","4.0","3.7","2.9","2.3","2.0","2.9","3.3"
SD,Hughes County,"2.3","2.4","3.2","3.5","3.6","3.3","2.9","2.6","2.0","2.4","2.8"
SD,Hutchinson County,"3.0","3.1","4.2","4.0","3.8","3.5","3.3","2.9","3.0","2.6","3.1"
SD,Hyde County,"3.3","2.8","3.9","3.8","3.7","3.5","3.4","2.8","3.0","2.7","3.2"
SD,Jackson County,"5.3","5.8","6.9","6.8","7.5","7.0","6.2","5.4","4.0","4.2","5.8"
SD,Jerauld County,"2.4","2.4","3.1","3.7","3.6","3.1","3.1","2.5","2.0","2.4","2.4"
SD,Jones County,"2.1","2.5","3.2","3.0","3.3","3.8","3.6","3.6","3.0","2.3","3.0"
SD,Kingsbury County,"2.8","3.3","5.3","5.4","4.4","3.6","3.2","3.0","3.0","2.6","3.2"
SD,Lake County,"2.9","3.2","6.4","5.7","5.0","4.2","3.9","3.6","4.0","3.4","3.9"
SD,Lawrence County,"2.5","2.9","4.4","4.7","4.8","4.5","3.9","3.5","3.0","3.3","3.3"
SD,Lincoln County,"2.3","2.5","4.3","3.9","3.6","3.2","2.7","2.4","2.0","2.2","2.5"
SD,Lyman County,"4.3","4.5","6.0","6.5","6.4","6.0","4.8","4.3","5.0","4.6","5.0"
SD,McCook County,"2.7","3.5","5.4","4.9","4.4","3.8","3.2","2.7","2.0","2.5","2.8"
SD,McPherson County,"4.2","4.2","5.3","4.9","4.5","4.6","3.8","3.9","3.0","3.4","3.5"
SD,Marshall County,"4.2","4.4","6.6","5.4","5.6","4.8","4.4","4.1","4.0","3.9","4.6"
SD,Meade County,"2.8","3.1","5.0","5.3","4.9","4.4","3.8","3.4","3.0","3.2","3.5"
SD,Mellette County,"4.4","4.4","7.1","6.3","6.4","7.8","7.6","6.1","5.0","4.2","5.0"
SD,Miner County,"3.5","3.4","5.3","5.0","4.5","3.7","3.7","3.2","2.0","2.7","3.0"
SD,Minnehaha County,"2.5","2.8","5.0","5.0","4.5","4.0","3.3","3.0","3.0","2.6","2.8"
SD,Moody County,"3.7","4.3","6.7","7.0","6.4","5.5","4.6","4.1","3.0","3.7","3.7"
SD,Oglala Lakota County,"7.8","8.4","10.9","12.9","14.2","14.2","13.5","13.3","12.0","10.8","11.8"
SD,Pennington County,"2.7","2.9","4.9","5.2","4.8","4.4","3.9","3.4","3.0","3.1","3.4"
SD,Perkins County,"2.9","3.1","4.2","4.2","4.3","4.0","3.7","3.4","3.0","2.9","3.0"
SD,Potter County,"2.9","3.1","3.7","4.9","5.3","4.0","3.8","3.3","3.0","2.7","3.4"
SD,Roberts County,"4.0","4.2","6.0","5.8","6.7","5.7","5.2","4.8","4.0","4.2","4.8"
SD,Sanborn County,"2.4","2.7","4.0","4.2","4.2","3.5","3.0","2.5","3.0","3.0","3.5"
SD,Spink County,"3.2","3.3","4.2","3.8","4.2","4.1","3.6","3.5","3.0","3.1","3.5"
SD,Stanley County,"2.3","2.5","3.2","3.8","4.0","3.0","2.8","2.6","2.0","2.4","3.3"
SD,Sully County,"2.2","2.2","3.0","3.6","3.8","3.1","3.0","2.8","3.0","2.3","3.2"
SD,Todd County,"5.7","6.4","7.2","7.7","8.5","9.7","9.8","8.7","7.0","6.5","6.6"
SD,Tripp County,"2.9","3.0","3.5","3.6","3.8","3.7","3.5","3.2","3.0","2.3","2.9"
SD,Turner County,"3.0","3.3","5.2","4.6","4.1","3.5","3.0","2.9","3.0","2.8","3.2"
SD,Union County,"3.0","3.4","6.0","5.8","5.2","4.8","4.2","3.7","3.0","3.1","3.7"
SD,Walworth County,"3.9","4.3","5.1","6.9","7.0","6.2","5.4","5.4","5.0","5.1","5.1"
SD,Yankton County,"2.6","2.8","5.6","4.9","4.5","3.7","3.3","3.0","3.0","2.6","3.0"
SD,Ziebach County,"5.9","5.9","7.1","5.8","6.4","6.9","6.2","5.9","5.0","4.5","5.2"
TN,Tennessee,"4.7","6.6","10.5","9.7","9.0","7.8","7.8","6.6","6.0","4.7","3.7"
TN,Anderson County,"4.2","5.8","9.9","9.3","8.8","7.9","7.9","6.8","6.0","4.9","3.9"
TN,Bedford County,"4.8","6.8","12.2","12.6","11.3","9.8","9.2","7.5","6.0","5.0","3.9"
TN,Benton County,"6.1","8.7","13.9","12.3","11.4","9.8","9.8","8.8","8.0","7.1","5.4"
TN,Bledsoe County,"5.8","8.4","14.0","13.2","11.3","10.4","10.5","9.0","8.0","6.9","5.9"
TN,Blount County,"3.9","6.2","9.9","9.1","8.2","7.1","7.0","6.0","5.0","4.4","3.5"
TN,Bradley County,"4.5","6.4","9.5","9.4","8.9","7.4","7.1","6.1","5.0","4.4","3.7"
TN,Campbell County,"5.3","7.8","13.2","12.5","11.7","11.1","11.1","9.3","8.0","6.9","5.1"
TN,Cannon County,"4.8","7.4","12.0","11.1","10.3","8.5","7.9","6.3","6.0","4.6","3.5"
TN,Carroll County,"6.3","9.1","16.0","14.6","12.1","10.9","11.9","10.0","8.0","6.7","5.2"
TN,Carter County,"4.9","6.6","10.3","10.9","10.0","8.9","9.2","7.7","6.0","5.6","4.5"
TN,Cheatham County,"3.8","5.5","9.4","9.0","8.5","7.2","6.6","5.5","5.0","4.0","3.0"
TN,Chester County,"5.3","7.0","11.3","10.0","9.1","7.8","8.1","6.8","6.0","5.0","4.0"
TN,Claiborne County,"5.4","7.5","12.1","10.8","11.0","9.9","10.7","8.6","7.0","6.2","4.7"
TN,Clay County,"7.9","10.6","14.7","12.1","10.6","10.0","10.8","9.1","9.0","6.5","5.1"
TN,Cocke County,"6.3","8.8","14.0","13.6","13.2","11.5","10.9","9.0","8.0","6.3","5.2"
TN,Coffee County,"4.5","6.3","10.8","10.8","9.9","8.2","7.8","6.4","6.0","4.7","3.6"
TN,Crockett County,"6.1","8.9","13.1","11.6","10.5","9.2","9.1","7.7","6.0","5.2","4.1"
TN,Cumberland County,"5.5","7.8","11.4","10.7","10.2","9.0","9.3","7.9","7.0","5.9","4.6"
TN,Davidson County,"3.8","5.4","8.9","8.2","7.5","6.2","5.9","5.0","4.0","3.6","2.7"
TN,Decatur County,"5.6","8.5","13.4","13.1","11.6","10.3","10.6","9.5","8.0","6.9","5.2"
TN,DeKalb County,"4.4","6.7","10.9","11.7","11.1","9.6","10.1","8.2","7.0","5.6","4.7"
TN,Dickson County,"4.2","6.9","11.1","10.2","9.5","8.3","7.7","6.3","5.0","4.3","3.3"
TN,Dyer County,"5.0","7.5","13.9","12.1","12.4","11.0","10.5","8.2","7.0","6.2","4.8"
TN,Fayette County,"6.1","7.4","11.1","9.9","9.5","8.5","8.6","7.2","6.0","5.0","4.0"
TN,Fentress County,"6.3","9.4","13.4","12.4","11.4","9.7","9.8","8.5","7.0","6.1","4.5"
TN,Franklin County,"4.9","6.7","10.9","10.1","9.4","7.8","7.3","6.1","5.0","4.8","3.8"
TN,Gibson County,"6.9","9.5","14.7","12.0","11.4","10.3","11.0","8.9","7.0","5.8","4.6"
TN,Giles County,"6.2","8.0","14.9","12.1","10.0","8.4","8.2","6.1","5.0","4.0","3.4"
TN,Grainger County,"5.3","8.0","14.0","12.7","11.7","10.3","10.0","8.2","7.0","5.4","4.2"
TN,Greene County,"6.9","9.3","15.8","12.8","11.4","10.2","9.7","8.1","6.0","5.4","4.5"
TN,Grundy County,"5.9","8.4","14.1","12.6","12.4","10.1","10.1","9.3","8.0","6.5","5.0"
TN,Hamblen County,"4.7","7.1","12.7","11.6","10.8","9.4","9.1","7.4","6.0","5.1","4.0"
TN,Hamilton County,"3.9","5.7","9.0","8.3","7.8","6.9","7.2","6.2","5.0","4.6","3.6"
TN,Hancock County,"5.6","8.3","14.8","15.8","13.9","11.8","11.8","9.8","10.0","7.9","5.8"
TN,Hardeman County,"6.5","8.6","12.7","13.2","12.1","10.9","11.1","9.3","8.0","6.1","5.2"
TN,Hardin County,"5.4","7.6","12.5","12.0","11.3","10.1","10.4","9.0","7.0","6.0","4.7"
TN,Hawkins County,"4.6","6.7","11.3","10.9","9.9","8.8","8.8","7.3","6.0","5.4","4.2"
TN,Haywood County,"7.0","10.5","15.9","15.6","13.8","11.5","11.8","9.8","8.0","6.5","5.2"
TN,Henderson County,"6.5","10.2","18.1","14.3","11.2","9.7","10.5","8.6","8.0","6.8","5.1"
TN,Henry County,"6.2","8.7","13.4","11.4","10.8","9.4","9.5","8.1","7.0","5.9","4.5"
TN,Hickman County,"5.4","8.4","13.0","11.1","10.3","8.9","8.3","6.6","6.0","4.6","3.4"
TN,Houston County,"5.4","8.1","12.1","12.0","11.2","11.2","10.9","9.9","9.0","7.5","5.7"
TN,Humphreys County,"5.5","8.5","12.8","11.2","10.5","9.5","8.8","7.8","7.0","6.0","4.3"
TN,Jackson County,"6.8","8.6","13.7","12.6","11.7","10.5","10.3","8.8","8.0","7.0","5.3"
TN,Jefferson County,"5.1","7.1","12.6","11.5","10.5","9.4","9.1","7.4","6.0","5.3","4.0"
TN,Johnson County,"5.6","8.7","12.8","12.8","11.5","9.5","9.0","6.9","6.0","4.8","3.9"
TN,Knox County,"3.4","5.0","8.1","7.4","6.9","6.1","6.3","5.4","5.0","4.0","3.2"
TN,Lake County,"5.8","7.7","11.0","11.1","12.1","10.4","10.1","9.2","9.0","7.8","5.6"
TN,Lauderdale County,"6.6","12.4","18.8","14.2","12.4","10.9","11.7","9.8","9.0","7.7","5.9"
TN,Lawrence County,"8.1","9.8","15.4","12.3","10.4","9.5","9.9","8.1","7.0","5.7","4.4"
TN,Lewis County,"7.3","10.0","15.7","15.0","12.9","10.8","10.6","9.0","7.0","5.9","4.5"
TN,Lincoln County,"3.6","4.9","7.2","7.2","6.7","6.1","6.3","5.3","5.0","4.1","3.3"
TN,Loudon County,"3.9","5.7","9.7","9.3","8.6","7.6","7.8","6.7","6.0","4.7","3.6"
TN,McMinn County,"5.5","8.7","14.0","12.5","11.2","9.1","9.0","7.5","6.0","5.4","4.3"
TN,McNairy County,"6.0","9.1","14.0","12.8","11.3","10.3","11.7","10.6","9.0","7.0","5.6"
TN,Macon County,"6.0","8.3","12.3","11.2","10.3","8.3","8.2","6.5","5.0","4.3","3.4"
TN,Madison County,"4.9","6.7","10.6","10.0","9.3","8.1","8.1","6.8","6.0","4.8","3.9"
TN,Marion County,"5.9","7.7","12.3","11.1","10.5","9.1","9.1","7.9","7.0","6.3","4.8"
TN,Marshall County,"7.5","9.2","17.4","14.0","11.4","9.4","8.2","6.3","6.0","4.6","3.3"
TN,Maury County,"7.8","8.1","13.8","12.3","10.2","7.8","7.1","5.9","5.0","4.0","3.2"
TN,Meigs County,"6.2","8.9","14.6","13.1","12.0","10.3","10.3","8.7","8.0","6.8","5.2"
TN,Monroe County,"5.9","9.9","17.5","12.7","11.5","9.9","9.8","7.6","6.0","5.3","4.0"
TN,Montgomery County,"4.7","6.3","8.9","8.5","8.5","7.6","7.6","6.6","6.0","5.1","4.1"
TN,Moore County,"4.1","5.6","9.5","7.9","6.9","5.8","6.0","5.1","5.0","3.8","3.1"
TN,Morgan County,"5.8","7.6","11.3","11.4","10.8","10.2","10.2","8.8","8.0","6.4","4.9"
TN,Obion County,"5.5","7.0","10.3","9.6","12.1","13.4","11.6","9.5","9.0","7.0","5.5"
TN,Overton County,"7.2","9.0","13.4","10.7","10.2","8.9","9.0","7.9","7.0","5.3","4.1"
TN,Perry County,"7.6","16.0","23.1","13.5","11.7","9.8","9.4","8.1","7.0","6.3","4.8"
TN,Pickett County,"8.1","10.7","15.0","11.1","11.3","9.4","9.5","8.9","8.0","6.5","4.4"
TN,Polk County,"5.0","8.1","12.6","11.2","11.1","9.8","9.2","7.9","7.0","5.7","4.6"
TN,Putnam County,"4.5","6.4","9.7","9.4","8.9","8.0","8.0","6.9","6.0","4.9","3.7"
TN,Rhea County,"5.8","8.0","13.5","12.3","11.3","10.2","10.7","8.4","7.0","7.1","6.4"
TN,Roane County,"4.4","5.9","9.1","9.2","9.1","8.6","9.0","7.7","7.0","5.6","4.4"
TN,Robertson County,"4.4","6.2","10.2","9.2","8.4","7.0","6.8","5.7","5.0","4.1","3.4"
TN,Rutherford County,"3.7","5.8","9.7","8.9","7.9","6.5","6.2","5.2","5.0","3.7","2.9"
TN,Scott County,"7.0","11.5","18.3","17.0","17.6","15.5","14.5","11.7","9.0","7.4","5.1"
TN,Sequatchie County,"4.8","7.6","12.3","12.1","10.2","8.4","8.6","7.4","7.0","5.8","4.9"
TN,Sevier County,"5.0","7.1","10.9","10.4","10.0","8.7","8.5","7.1","6.0","4.9","4.0"
TN,Shelby County,"5.1","6.9","10.1","9.8","9.5","8.6","8.8","7.6","6.0","5.3","4.3"
TN,Smith County,"5.3","8.2","13.6","12.3","10.2","8.2","7.8","6.4","6.0","4.6","3.5"
TN,Stewart County,"6.1","8.5","11.9","12.4","12.4","11.0","11.0","9.2","8.0","6.8","5.3"
TN,Sullivan County,"4.0","5.3","8.8","9.0","8.3","7.5","7.6","6.6","6.0","5.2","4.0"
TN,Sumner County,"4.1","6.0","9.8","8.9","7.9","6.5","6.2","5.3","5.0","3.9","3.0"
TN,Tipton County,"5.1","7.9","12.4","11.3","10.3","8.9","9.5","8.3","7.0","5.7","4.4"
TN,Trousdale County,"5.7","8.4","12.1","10.8","10.4","8.6","8.5","7.0","6.0","4.8","3.5"
TN,Unicoi County,"5.2","7.4","11.6","11.9","11.0","10.3","10.5","9.1","8.0","7.1","5.4"
TN,Union County,"4.4","6.3","10.8","10.8","10.2","9.4","9.6","7.9","7.0","5.8","4.4"
TN,Van Buren County,"5.9","8.3","14.9","13.2","11.7","11.5","11.5","9.6","8.0","6.1","4.3"
TN,Warren County,"6.4","8.5","14.4","10.9","10.2","8.8","8.5","6.8","6.0","4.8","3.9"
TN,Washington County,"4.0","5.6","8.7","8.7","8.0","7.1","7.2","6.3","6.0","4.8","3.8"
TN,Wayne County,"7.4","10.1","13.4","11.4","10.7","9.5","9.7","8.7","7.0","6.6","5.2"
TN,Weakley County,"6.5","8.2","12.5","11.0","11.4","10.9","10.4","8.5","7.0","5.8","4.9"
TN,White County,"6.0","8.4","14.2","10.5","9.9","9.8","9.5","7.4","6.0","5.0","4.0"
TN,Williamson County,"3.7","4.6","7.5","6.6","5.9","5.0","5.2","4.5","4.0","3.4","2.7"
TN,Wilson County,"4.0","5.7","9.0","8.4","7.6","6.4","6.3","5.3","5.0","3.8","2.9"
TX,Texas,"4.3","4.8","7.6","8.1","7.8","6.7","6.3","5.1","4.0","4.6","4.3"
TX,Anderson County,"5.0","5.6","8.7","8.1","7.3","6.3","5.8","4.7","4.0","4.3","3.6"
TX,Andrews County,"3.2","3.3","7.0","6.2","5.0","4.0","3.8","3.0","4.0","4.7","3.1"
TX,Angelina County,"4.3","4.7","8.2","8.5","7.9","6.9","6.5","5.2","6.0","5.9","5.1"
TX,Aransas County,"4.0","4.4","6.8","9.2","8.8","7.0","6.6","5.5","5.0","5.6","6.8"
TX,Archer County,"3.2","3.6","5.9","6.7","6.1","5.5","5.2","4.5","4.0","4.3","3.4"
TX,Armstrong County,"3.4","3.5","4.5","4.9","4.8","4.5","4.0","3.2","3.0","2.8","2.5"
TX,Atascosa County,"4.1","4.7","7.4","8.2","8.0","6.7","6.2","4.9","5.0","5.3","4.2"
TX,Austin County,"3.7","4.2","7.3","8.0","7.9","6.4","5.9","4.8","5.0","5.3","4.3"
TX,Bailey County,"4.3","4.1","5.6","7.9","7.5","6.9","7.2","5.0","4.0","4.4","4.3"
TX,Bandera County,"3.8","4.4","6.5","7.8","7.5","6.6","6.0","4.8","4.0","4.1","3.6"
TX,Bastrop County,"4.1","4.9","7.9","8.2","7.9","6.7","6.2","4.9","4.0","3.7","3.5"
TX,Baylor County,"3.8","3.7","5.6","7.0","6.0","5.1","5.3","4.2","4.0","3.6","3.4"
TX,Bee County,"5.9","6.1","9.0","8.9","8.6","7.0","6.6","5.8","6.0","7.5","6.4"
TX,Bell County,"4.4","4.8","6.7","7.7","8.0","7.4","6.9","5.8","5.0","4.5","4.2"
TX,Bexar County,"4.1","4.6","6.7","7.3","7.2","6.3","5.8","4.7","4.0","3.7","3.5"
TX,Blanco County,"3.3","3.6","5.2","6.0","5.7","5.2","4.7","3.6","3.0","3.1","2.7"
TX,Borden County,"4.0","3.3","5.4","6.4","5.4","4.3","4.1","3.1","3.0","3.6","3.5"
TX,Bosque County,"4.2","4.5","7.8","8.8","8.3","7.2","6.5","5.2","5.0","4.3","4.0"
TX,Bowie County,"4.7","4.9","6.6","8.4","8.3","7.4","7.6","6.3","5.0","4.7","4.5"
TX,Brazoria County,"4.4","5.1","8.1","8.5","8.0","6.7","6.1","5.1","5.0","5.2","5.3"
TX,Brazos County,"3.6","3.9","5.5","6.3","6.0","5.3","4.9","4.0","3.0","3.5","3.1"
TX,Brewster County,"3.3","3.7","5.1","5.5","5.6","5.1","5.6","4.6","4.0","3.8","3.5"
TX,Briscoe County,"4.2","4.3","5.0","6.1","6.1","5.4","5.6","4.2","4.0","4.4","4.3"
TX,Brooks County,"5.3","5.3","9.3","12.0","10.6","8.7","9.0","7.7","10.0","11.8","8.2"
TX,Brown County,"4.1","4.4","6.8","8.2","8.0","6.8","6.5","5.2","4.0","4.3","3.8"
TX,Burleson County,"3.8","4.4","6.9","7.9","7.3","6.3","6.2","4.8","4.0","4.6","4.1"
TX,Burnet County,"3.4","3.9","6.1","6.8","6.7","6.0","5.5","4.3","4.0","3.5","3.2"
TX,Caldwell County,"4.4","5.2","8.3","8.6","8.4","7.2","6.6","5.2","4.0","4.3","3.9"
TX,Calhoun County,"4.4","4.7","8.5","8.8","8.5","7.3","6.2","4.8","4.0","5.6","5.8"
TX,Callahan County,"3.4","3.6","5.8","7.3","7.2","6.1","5.7","4.4","4.0","4.3","3.7"
TX,Cameron County,"5.9","6.6","9.7","11.2","11.5","10.3","10.0","8.3","7.0","7.2","6.9"
TX,Camp County,"4.5","4.8","8.9","9.1","8.9","8.0","7.3","6.1","6.0","6.8","5.6"
TX,Carson County,"3.1","3.3","5.8","5.4","5.0","4.6","4.4","3.3","3.0","3.3","3.2"
TX,Cass County,"5.3","6.1","11.3","11.2","10.7","9.2","9.2","7.6","7.0","7.2","6.0"
TX,Castro County,"3.7","3.6","4.8","5.4","5.0","4.4","4.7","4.0","3.0","3.1","3.3"
TX,Chambers County,"4.6","5.7","9.1","9.7","9.3","8.0","7.3","5.8","5.0","6.1","6.5"
TX,Cherokee County,"4.8","5.8","8.8","8.8","8.1","7.2","6.9","5.8","5.0","5.1","4.5"
TX,Childress County,"4.8","5.0","6.1","5.6","5.2","4.4","4.3","3.6","3.0","3.0","3.0"
TX,Clay County,"3.5","3.9","6.9","7.5","6.5","5.6","5.5","4.6","4.0","4.4","3.6"
TX,Cochran County,"4.9","4.7","6.4","8.1","8.5","7.5","6.6","5.1","5.0","5.0","4.6"
TX,Coke County,"5.5","7.7","8.1","6.1","5.7","5.1","5.1","4.3","4.0","4.2","3.7"
TX,Coleman County,"3.5","4.1","6.9","9.1","8.8","7.5","7.5","6.1","6.0","5.8","4.4"
TX,Collin County,"3.8","4.5","7.3","7.2","6.7","5.9","5.5","4.5","4.0","3.5","3.4"
TX,Collingsworth County,"3.3","3.9","5.4","5.6","5.8","5.0","5.1","4.1","4.0","3.5","3.6"
TX,Colorado County,"3.6","3.9","6.4","8.1","7.7","6.4","5.8","4.4","4.0","4.7","3.8"
TX,Comal County,"3.6","4.0","6.1","7.0","6.9","6.0","6.0","4.5","4.0","3.6","3.4"
TX,Comanche County,"3.8","3.8","6.0","7.6","7.4","6.4","5.9","4.8","4.0","4.3","3.7"
TX,Concho County,"4.9","5.1","7.1","5.7","4.6","4.2","4.0","3.0","3.0","3.4","4.2"
TX,Cooke County,"3.5","3.5","6.5","7.3","6.0","5.0","5.0","3.8","4.0","4.0","3.6"
TX,Coryell County,"5.9","6.2","8.2","7.5","7.7","7.4","7.2","6.0","5.0","4.7","4.3"
TX,Cottle County,"4.0","4.0","5.5","7.0","7.5","7.5","6.7","6.1","7.0","5.1","4.3"
TX,Crane County,"4.0","4.1","8.7","7.6","6.6","4.9","4.5","4.0","6.0","8.6","5.3"
TX,Crockett County,"2.9","2.9","8.5","8.5","6.6","5.0","5.1","3.8","6.0","7.5","4.1"
